-0.036124468	-0.36327124	-1.2074256	1.6427387	-0.95140445	0.95629644
-1.5231066	-1.2371202	0.20364076	-0.4409284	-0.9633882	-0.119544625
-1.2957683	0.6769645	-0.3152374	1.0964067	-0.50970376	0.3967048
-1.8036327	-1.1871564	-0.26278937	-0.6124446	-1.3074338	0.29077435
-0.76310694	0.29293945	0.71183383	-0.5845675	0.5065892	-0.3335309
-0.9313229	0.20718989	-0.7399449	-0.14448941	-0.37556988	0.8696509
0.41869432	-0.31699598	0.35417843	0.5104331	-0.73448443	0.025899231
0.61192447	-0.2719233	0.038864076	-0.12052542	-0.56024325	0.17646998
0.45731688	-0.07664713	1.4025798	0.8105894	0.8534831	-1.2705933
1.0482498	-0.16192007	0.0072063804	-0.074193	-0.43459654	0.22712553
1.4722115	0.8811148	0.13607913	0.7178632	0.14022255	0.21934474
-0.966045	-1.113898	0.34949768	-1.608875	-0.35469717	-0.2586683
0.3047999	-1.332519	-2.1847835	1.3187122	-0.835441	1.4597254
-0.9555688	1.4597411	-0.3715921	0.62093174	0.6866964	-0.2602905
-1.2955356	0.38821486	-0.31689367	-0.12869829	-0.3702359	0.4549083
-1.2500057	-1.5164073	0.03493464	-1.1269019	-0.9582412	0.025913358
-0.68709403	0.31067893	0.1681459	0.53255516	1.0288963	-1.1727204
-0.5738018	-1.0110607	0.44741142	-1.7072423	-0.26699919	-0.3527894
-1.3010359	-1.2987466	0.32069397	-1.3305686	-0.6540192	-0.22805238
-1.0789044	-1.590574	0.2550434	-0.97746545	-0.87992144	-0.17010003
-0.43205425	-0.7229801	0.3208313	-0.63958937	-0.23043561	-0.23330629
-0.9662879	-1.1068599	0.31170666	-1.560121	-0.38276237	-0.21527731
-1.144896	-0.94184726	0.20672596	-1.2310658	-0.38698918	-0.07085192
0.7930895	0.075416565	0.25372994	0.61930865	-0.5419003	0.18188131
-1.0527811	-0.6153833	0.089181244	-1.2250376	-0.25683355	-0.038920105
0.40112716	-0.28399938	0.45778477	0.6340126	-0.7173849	-0.037619293
-0.32899714	-0.5543174	0.83115363	-1.0014474	0.004320383	-0.5195056
-0.4911067	0.5779957	-0.51781696	-0.22366941	-0.0960443	0.5546118
0.32697183	-0.20017827	-0.5641211	0.5596329	-0.7008407	0.72914696
-0.7290125	1.8280909	-0.36915696	0.44228357	1.4728765	-1.3912588
-0.7542369	0.6152011	-1.1864314	0.15739101	-0.5750303	1.2249637
-0.7136048	0.74411845	-1.3615224	0.074652076	-0.6632203	1.547326
-0.16653244	-1.060045	-2.4000654	1.3693376	-0.9823354	1.9825164
0.28519636	0.47224587	-0.7660305	0.10759395	-0.6610398	0.8399521
-0.23089355	-0.76791495	-0.19741285	0.53633386	-0.83621144	0.34474653
-0.7582296	1.0608537	-1.16925	0.14997882	-0.2903062	1.0225713
0.0423882	-0.682463	-0.027141929	-0.15836895	-0.49992806	0.08144581
-1.0991324	-0.88318866	0.2857988	-1.4317603	-0.26045227	-0.23076248
-0.774233	0.38417092	-1.0027567	-0.0005186796	-0.54234827	0.93654406
-1.4226478	-1.0013406	-0.67718005	-0.97086626	-1.120324	0.59037983
0.3366859	-0.041104853	0.26361156	-0.37418407	0.23740792	-0.14564091
0.78461254	0.55909294	2.0648978	-0.28725368	1.8604646	-1.7492975
-0.902737	1.0001262	-1.3843515	0.13377267	-0.38477898	1.2852297
0.75152194	0.3837222	2.047094	-0.8533146	1.6927481	-1.7670783
0.28268683	-0.55253613	-0.09354693	-0.18134844	-0.9247557	0.37152207
-0.38723826	0.30704817	-0.13389724	0.6873624	-0.47072566	0.38233918
-0.704775	-1.1803772	-0.043467164	-0.7032556	-0.82999575	0.15857226
-0.61951363	0.107014954	-0.43960583	-0.19617456	-0.37352374	0.3551358
0.10209733	-0.88553303	-0.17657864	-0.492091	-0.8610425	0.14148986
1.9207469	1.465275	0.61841595	2.019377	0.632761	-0.22759056
-1.0589631	0.67140687	-1.8730857	0.2371895	-0.77771735	1.8775715
-1.2457018	-0.6468015	-0.7853989	-0.7728569	-1.018225	0.7165785
1.0204293	0.14760183	-0.010543704	0.2646672	-0.23714876	0.3247861
0.67592096	0.31491864	-0.38384137	1.6299491	-0.15447867	0.51741266
0.35193998	0.23685141	-0.734939	1.9382935	-0.41802073	0.78489244
-0.5969218	1.7339156	-0.14182162	0.50235766	1.8062005	-1.7368304
0.9470171	-0.059730053	0.21735573	0.26235956	-0.27500033	0.10802603
0.093575	-0.34525394	-0.031408668	-0.068106115	-0.46467066	-0.010155082
0.30138236	-0.097032934	0.26109087	-0.40801305	0.19132912	-0.12436247
0.10459313	-0.6091121	-0.0014942884	-0.36740965	-0.3233677	-0.026479602
0.30173582	-0.11613029	0.46036494	-0.23890555	0.32776308	-0.32775426
0.066809386	-1.1892726	-2.3477058	1.7618618	-0.83872527	1.8037426
-0.41304547	-0.6878429	0.36224878	-0.5939588	-0.215366	-0.26219022
-0.25318518	-0.6492622	-2.309182	1.2574031	-1.1786638	2.2015033
-0.7248477	1.7909455	-0.3379575	0.64626217	1.5255027	-1.0361435
-0.8461749	-0.9750568	0.3928244	-1.3845563	-0.2081374	-0.3296212
-0.3209715	-0.55506134	0.46012247	-0.87115854	0.063546896	-0.33890796
0.22050601	-0.020248622	0.33840525	-0.3527792	0.1705988	-0.32976067
0.035875678	-0.49265313	-0.53413725	1.0012547	-0.8192636	0.6016401
0.373797	-0.72605187	-2.2160547	1.3451675	-0.7855174	1.6930847
1.1353236	0.27663776	-1.155662	0.13258165	-0.2762183	0.9297964
-0.9582277	-1.0965137	0.31077242	-1.5584853	-0.3786732	-0.21477902
-0.8609974	0.5568594	-0.999701	-0.17876434	-0.45586085	0.8594103
-0.5871038	1.8215868	1.1242943	1.7890861	2.5256739	-1.209308
0.015490532	-0.24035603	-0.0023120642	-0.2776274	-0.18142569	0.020708978
-1.1325382	-1.2003655	0.29022408	-1.402185	-0.45522463	-0.2662499
-0.04058364	-0.77368015	-0.29934442	0.33589324	-0.838256	0.39254788
2.215733	1.8413079	1.073584	2.64054	1.1535755	-0.6280719
1.206347	0.9462984	1.6751504	0.1970728	1.7208009	-1.3250681
0.9041916	-0.008075714	0.28526008	0.14451599	-0.2668363	0.123482704
-0.87070036	-1.2245307	0.2611165	-0.7857129	-0.62429595	-0.21605396
-0.9094211	1.5808461	-0.44748825	0.5839588	1.0807447	-0.6244638
-0.9470102	-1.4292133	0.2196356	-0.90043014	-0.78922784	-0.12463844
0.13997298	-0.73124236	0.17536366	-0.08333373	-0.7299501	-0.054795444
-0.52061474	0.4830293	-0.4515316	0.21304768	-0.3295452	0.4653594
-0.040240496	0.01995954	-1.8547301	1.4091941	-1.3684859	2.0270114
0.2971393	-0.15137586	0.07338375	-0.37061054	0.0024681687	0.051791728
0.38290715	0.15825915	-0.47366592	1.339225	-0.41007483	0.6546995
-0.6530809	1.1022029	-0.9636623	0.24492717	-0.10557997	0.8257135
0.042226374	-0.7966617	-0.38261196	-0.24643183	-0.63622195	0.23533475
-0.17115383	0.28076905	-1.5660918	1.1120151	-1.1069314	1.7490168
0.8891163	0.07168183	-0.49906477	0.6581412	-0.43946135	0.6179626
1.1570888	1.287429	1.5125635	1.6255867	1.4011269	-1.1497787
0.28126103	-0.095488906	0.4929633	-0.27255905	0.3622861	-0.3436376
1.0902047	1.5221529	1.9716742	0.7805157	2.4733298	-1.6576959
0.22990131	-0.417966	0.4215548	0.50929135	-0.8024399	-0.03343451
0.8767171	-0.010157317	1.1972679	0.359928	0.65861	-0.80381465
-1.0102795	-0.41528535	-0.22339934	-0.5742312	-0.6155248	0.20390308
0.74954855	0.28201956	2.0530438	-0.77897674	1.6355109	-1.7534148
-0.42241412	0.6528089	-0.3923656	0.51285267	0.07717192	0.4808283
-0.98011637	0.6896209	-1.7411673	0.55442905	-0.8829136	2.0123901
0.23619002	-0.84026426	-0.36927602	-0.27492887	-1.0447416	0.4858359
0.12363663	-0.14206553	0.21819258	-0.41203386	-0.013741016	-0.3221637
1.610427	1.567903	0.34655893	1.8204813	0.4888544	-0.039950848
-0.7574206	0.7274524	-1.3457844	-0.042858303	-0.53559005	1.4911177
-0.9686467	0.71105564	-1.1667812	-0.17739123	-0.3456248	1.1037637
-0.89826876	0.6541731	-0.91604525	-0.3348301	-0.21326172	0.8811407
-0.653942	-0.83670336	0.7586063	-0.96664363	0.118451595	-0.65764475
-0.6902049	1.0320631	0.3798622	0.58192956	0.46636748	-0.17796594
-1.7110965	0.15178207	-0.23442066	0.9918389	-0.8192346	0.52704775
2.138754	-0.41286504	1.2247641	-0.7488745	1.452354	-1.3081754
-1.08416	0.46359536	-0.13187695	0.5867458	-0.49717546	0.5991642
0.23390299	0.103490576	-0.5612835	1.7126954	-0.49260223	0.6903697
0.04190126	-0.70080036	-0.47162625	0.16053396	-0.7743486	0.444418
-0.6832872	1.7868617	0.8237387	1.4865801	2.5140276	-1.5242363
-0.78066	0.8510377	-0.30445552	0.71260107	0.38707066	0.1348688
-1.4146643	-1.3856983	0.30555665	-0.9818221	-0.9284599	-0.21503639
-0.3289637	0.4894893	-0.0073218346	-0.51000434	0.32081532	-0.026387334
-1.0494177	-1.110692	0.37535286	-1.3385806	-0.36861616	-0.3362403
-0.38776258	-0.8579652	0.2173366	-0.7451733	-0.73219746	-0.04975891
1.2654839	0.32886383	-1.0282437	0.1028291	-0.6211703	0.9069776
-0.5176338	0.082018316	-0.15173423	0.20747286	0.04475546	-0.23391807
0.13852489	-0.46318185	-0.081893325	-0.62050086	-0.17381048	-0.05149412
-0.030225605	-0.6594725	1.4399016	-0.8317192	0.41528177	-1.1731849
0.096571475	-0.47166646	0.4037261	0.06843907	-0.12078118	-0.27944052
0.6832104	-0.37101966	-0.94627994	-0.3297307	-0.49667254	0.7959103
-0.10195652	0.8798115	0.3315109	-0.21826923	0.7809156	-0.33008575
0.13523757	-0.01985392	0.25780118	-0.3664015	0.047617674	-0.2560779
-1.3336549	-1.1733792	-0.22525615	-1.39112	-0.8312861	0.14415538
-1.3791912	0.7193868	-0.45861623	0.88885975	-0.47551322	0.44855845
-0.7298516	1.3359653	0.010794997	1.2067399	1.6632562	-1.1641086
-0.10878861	-0.1820265	-0.19961798	-0.0516088	-0.5459224	0.34611586
1.3674284	0.31357116	0.7794831	0.8073801	0.2213242	-0.35012555
0.26934713	-0.21938801	0.4469775	-0.18730736	0.2531774	-0.3471948
2.963129	2.1508148	1.0009254	1.2362733	1.4494405	-0.60343707
-1.0463121	-1.1562712	0.4199674	-1.525466	-0.30963194	-0.3670832
-0.10888648	0.32805806	0.47995305	0.39029443	0.24960518	-0.150311
-1.0078555	-1.0878787	0.42657983	-1.5384789	-0.24137557	-0.37738216
0.5751585	0.12265575	2.114655	-0.5742715	1.5933447	-1.8153023
